Diet,Phylum,Class,Order,Family,Abeomelomys spMW,Anisomys imitatorFR,Anisomys imitatorMW,Coccymys shawmayeri,Hydromys sp,Hyomys goliath,Leptomys ernstmayri,Lorentzimys highFR,Lorentzimys highMW,Lorentzimys lowFR,Lorentzimys lowMW,Lorentzimys midMW,Macruromys major,Mallomys cf_aroaensis,Mallomys hercules,Mallomys istapantap,Mallomys rothschildi,Melomys low,Melomys midFR,Microhydromys sp,Paramelomys platyopsBAI,Paramelomys platyopsFR,Paramelomys platyopsMW,Paramelomys platyopsWG,Paramelomys rubex_HighFR,Paramelomys rubex_HighMW,Paramelomys rubex_MidFR,Paramelomys rubex_MidMW,Pogonomys cf_sylvestris,Pogonomys loriae,Pogonomys spNorthEastFR,Pogonomys spNorthEastMW,Protochromys fellowsi,Pseudohydromys ellermani,Pseudohydromys fuscus,Rattus exulans,Rattus niobe,Rattus norvegicus,Rattus rattus,Rattus steini,Rattus verecundus,Uromys anak,Uromys cf_caudimaculatus,Uromys sp1
Plant,Streptophyta,Magnoliopsida,Fagales,Nothofagaceae,0.000267155,0,0,0,0,0,0,0,0.007085867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000798038,0.018682656,0,0,0,0,0,0,0,0.002920297,0.028628699,0,0.028892653,0,0,3.60E-05,0.093097659,0,0,0
Plant,Streptophyta,Magnoliopsida,Gentianales,Gentianaceae,0.310196408,0,0,0.000232798,0,0,0,0,0,0,0.08359673,0,0,0,0,0,0.083551595,0,0,0.005893629,0,0.002684673,0.029594066,0,0.006950371,0.022147973,0.015163259,0.026169029,0,0,0,0.173261128,0,0.001661958,0,0,0.000112669,0,0,0.000174865,0.000586084,0,0.007333476,0
Plant,Streptophyta,Magnoliopsida,Gentianales,Loganiaceae,0,0.000475915,0,0.010778995,0.104008595,0,0.004825559,0.000568644,0,0,0,0,0,0,0.03402308,0.014728073,0,0,0,0,0.307890618,0.049288766,0.308328024,0.004712272,0.02370917,0.033336639,0.010368943,0.104743915,0,0,0,0.06131404,0,0,0,0.000394056,0.010543825,0,0,0.00120991,0.016065586,0,0.025559848,0.018603497
Plant,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,0.000870727,0,0,0.030454835,0.012959108,0,0,0.000117651,0,0,0,0,0,0.003440898,0,0.073145305,0,0.000741325,0,0,0,0.000668616,0.000860107,0,0.000929342,0.002376321,0.001913574,0.006513482,0.004108893,0,0,0,0,0,0,0.002767002,0.004698634,0,0,0.000145292,0,0,0.003565381,0
Plant,Streptophyta,Magnoliopsida,Gunnerales,Gunneraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002647049,0.000382369,0.000187631,0,0,0,0,0,0,0,0,0,0,0,0.000257154,0.000810174,0,0,0
Plant,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,0,0,0,0,0,0,0.032447723,0,0,0,0,0,0,0,0.146597692,0,0,0,0,0,0,0,0,0,0,0.005511898,0.000351226,0.001272423,0,0,0.242295464,0,0,0,0,0,4.44E-06,0,0,0.000705888,0.002809754,0,0,0
Plant,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,0,0,0,0,0.019606527,0,0,0,0,0,0,0,0,0,0,0,0,0.001530338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015422156,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,0.007549597,0.001699697,0,0,0.079097563,0,0,0.063737169,0,0.086442649,0,0,0,0.046987046,0,0.10068785,0,0.007630014,0,0.00194547,0,0.004736458,0,0,0.00085056,0.017318675,0.001660969,0.003944985,0,0,0.000696477,0,0,0,0,0,0.00626136,0,0,0,0,0,0.001657485,0
Plant,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527277,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,0,0,0,0.000795028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Laurales,Lauraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002633634,0.021557295,0,0,0,0.002093513,0,0,0,0,0,0,0,0,0.000702989,0.0001111,0,0,0.010616604,0,0,0.000238487,0
Plant,Streptophyta,Magnoliopsida,Magnoliales,Himantandraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167827,0,0,0,0,0,0,0,0,0,0,0,0,3.09E-05,0.000144797,0,0,0
Plant,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002143442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.099802372,0,0,0,0,0,0,0,0,0.00209772,0,0.017730921,0,0,5.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074414
Plant,Streptophyta,Magnoliopsida,Malpighiales,Achariaceae,0,0,0,0,0.283086014,0,0,0,0,0.000197618,0,0,0,0,0,0,0,0.001660395,0,0,0.304207716,0.042097312,0.011891326,0.365041332,0,0,0.000313162,7.25E-05,0,0,0.02565162,0.001594657,0,0,0,0.000717335,0,0,0,0,0,0,0.044907109,0.002149737
Plant,Streptophyta,Magnoliopsida,Malpighiales,Calophyllaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001034241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002134034,0,0,0
Plant,Streptophyta,Magnoliopsida,Malpighiales,Dichapetalaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092524256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-05,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,0,0,0,0.034651791,0.003625865,0,0.011204171,0.01672108,0.178887463,0.000152014,0,0.006190021,0,0,0,0,0,0,0,0,0,0.000617577,0,0,0.028908818,0.000132018,0.002603914,0.007002269,0,0,0.000680738,0,0,0,0,0.033305405,0.000468713,0,0.000734368,0.000461591,0.00101358,0,0.001210322,0
Plant,Streptophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,0,0,0,0.000722553,0,0,0,7.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038997,3.81E-05,0.002071826,0,0,0,0.005072937,0,0,0,0,0.000604909,0,0.00026637,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,0,0.001257776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0,0,0.000727957,0,0,0,0,0,0,0,0,0,0.001061846,0,0,0
Plant,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109532,0,0,0,0.000806727,0,0,0
Plant,Streptophyta,Magnoliopsida,Malvales,Malvaceae,0,0,0,0,0.015980662,0,0.00116479,0,0,0,0,0,0,0,0,0,0,0.009706591,0,0,0.011140779,0.000484874,0.003745335,0,0.000580657,0,0.000749166,0.000223896,0,0.007907787,3.15E-05,0.0160643,0,0,0,0.012282695,0.000171225,0,0.001379946,0.001266484,0.000979104,0,0.008519949,0
Plant,Streptophyta,Magnoliopsida,Myrtales,Combretaceae,0,0.014991332,0,0,0,0,0.001386655,0,0,0,0,0,0,0,0,0,0,0,0.0010715,0,0,0,0,0.034104069,0,0,0.000252606,0,0,0,0,0,0,0,0,0,0,0,0,0.000622313,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,0,0,0,0.000160323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375884,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,0,0.002821498,0,0,0,0,0.015918797,0,0,0.001938176,0,0,0,0,0,0,0,0,0.000167422,0,0,0.00031134,0,0,0.027816075,0.082561658,0.006770177,0.01142658,0,0,0,0,0,0,0,0.000134859,0.001821263,0,0,0.002415962,0.013990161,0,0.0103563,0
Plant,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56E-05,0,0,0,0,0,0,0,0,0,0,0.000130706,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Myrtales,Penaeaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183399,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222367,0,0,0
Plant,Streptophyta,Magnoliopsida,Nymphaeales,Nymphaeaceae,0,0,0,0,0,0,0,0,0,0.00022042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Oxalidales,Oxalidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001379946,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Piperales,Piperaceae,0.005323307,0,0,0,0,0,0.010094847,0,0,0.000364833,0.455681199,0,0,0,0,0.00975842,0.464471929,0.122227617,0.000412974,0.002460447,0,0.00539997,0.182834259,0.001916856,0.039418993,0.003124017,0.291612454,0.132456565,0,0,0.001585765,0.000856192,0,0,0,0.005064388,0.004702555,0,0.140238364,0.24742846,0.057084544,0,0.000840667,0
Plant,Streptophyta,Magnoliopsida,Poales,Juncaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01558015,0,0,0,0,0,0.001082036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638907,7.01E-05,0,0,0,0.002616691,0,0,0
Plant,Streptophyta,Magnoliopsida,Poales,Poaceae,0.018908623,0.004283238,0,0.15778666,0.00261868,0.158300042,0.00698874,0.014799455,0.047670591,0.033207415,0.012697548,0.011891903,0.023913043,0.014457553,0.008157581,0.235192193,0,0.046122566,0,0.003433182,0,0.000239885,0.023218349,0.068407811,0.017107484,0.056800532,0.008268509,0.056420218,0.791796733,0.036590269,0.008389209,0.004056209,0.00113308,0.059877965,0.087029831,0.232780124,0.173969452,0,0.178856495,0.040145601,0.096621056,0.02496687,0.014130357,0.033899706
Plant,Streptophyta,Magnoliopsida,Proteales,Proteaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159024,0,0.000564037,0,0,0,0.000243964,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,0,0.200598294,0,0,0,0,0.007377004,0,0,0,0,0,0,0,0,0,0,0.00028179,0,0.00194547,0.066292238,0.072491285,0.161568217,0.05998163,0.008129192,0.077755477,0.004605728,0.01581778,0,0,0,0.003585303,0,0,0,0.000148249,0.000609092,0,0,0.002765692,0,0,0.072410627,0
Plant,Streptophyta,Magnoliopsida,Ranunculales,Menispermaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Rosales,Cannabaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002875164,0,0,0,0,0,0,0,0,0,4.20E-05,0,0.001543621,0,0,0,0,0,0,0,0.001082698,8.00E-05,0,0.005325554,0.00075989,0.001037713,0,0,0
Plant,Streptophyta,Magnoliopsida,Rosales,Elaeagnaceae,0,0,0,0,0,0,0,0,0,0.011705063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153986,0.000394183,0,0,0,0,0,0,0,0,0,0,0,0,0.001765146,0,0,0
Plant,Streptophyta,Magnoliopsida,Rosales,Rosaceae,0,0,0,0.012287791,0,0.002339151,0,0.013230781,0,0,0,0,0,0,0,0.000590265,0.044688978,0.033346628,0,0,0,0.002230423,0.00245745,0,0.022854233,0.019712031,0.007790981,0.045119776,0,0,0.004914691,0,0,0,0,0.02427463,0.039060043,0,0,0.075499136,0.013869496,0,0.003523646,0.288767622
Plant,Streptophyta,Magnoliopsida,Rosales,Urticaceae,0,0.357718326,0.021011251,0.002670591,0.028134023,0,0.09018803,0.014676902,0,0.013377215,0,0.008661875,0,0.007546842,0.552924791,0.129710818,0,0.011215253,0.003225662,0,0,0.004445533,0.002493856,0.024679526,0.386917137,0.003703192,0.018808739,0.001595653,0,0.100254658,0.15718749,0.00057793,0.00056654,0.0033714,0.008737177,0.003288266,0.030012284,0,0.007223442,0.0121711,0.062162786,0.549854227,0.016258854,0
Plant,Streptophyta,Magnoliopsida,Santalales,Balanophoraceae,0,0,0,0,0,0,0,0.007588458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099057746,0.077548433,0,0,0,0,0,0.026353902,0,4.78E-06,5.49E-06,0,0,0.134125111,0.014138405,0,0,0
Plant,Streptophyta,Magnoliopsida,Santalales,Loranthaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025172641,0.000113771,0,0.002894529,0.000376586,0.022033787,0.052593488,0,0,0,0,0,0,0,0,8.50E-05,0,0,0,0.00032407,0,0,0
Plant,Streptophyta,Magnoliopsida,Santalales,Olacaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013338125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Santalales,Santalaceae,0,0,0,0.001275998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127599,0,0,0.004000403,0.002400657,0.000134954,1.42E-05,0,0,0,0,0,0,0,0,1.10E-05,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Santalales,Viscaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003158278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,0,0,0,0,0,0,0,0,0,0,0.005572207,0,0,0,0,0,0,0.000342484,0,0,0,0,0.003153727,0,4.67E-05,9.37E-05,0.010952012,0.006401534,0,0,0,0.021083725,0,0,0,0,0.000277882,0.013684744,0.010477228,0.004129894,0,0,0.003058596,0
Plant,Streptophyta,Magnoliopsida,Sapindales,Meliaceae,0,0,0,0,0.025918217,0,0,0,0,0,0,0,0,0,0,0.003232179,0,0,0,0,0,0.00176086,0,0.061539076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-05,0,0,0,0,0,0,0,0,0,0,0.000147293,0,0,8.32E-05,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,0,0.007138729,0,0,0.065601289,0,0,0.010897379,0,0.03281978,0.052506812,0,0,0,0.006645444,0,0,0.198562436,0,0,0,0.010616199,0.016733412,0.017970528,0.024758145,0,0.000662657,0.028608234,0,0,0.010045802,0.122349819,0,0,0,0,3.95E-05,0,0,0.000678887,0.003502711,0,0.017665927,0.01008723
Plant,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157814,0,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Saxifragales,Haloragaceae,0,0,0,0.009937847,0,0,0,0,0,0,0,0,0,0,0,0.015461145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78E-05,0.001729507,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472241499,0,0.000409378,0,0,0,0,0,0,0,0,0,0.000723361,0,0,0,0,0,0,0,0,0,0,0.000315264,0,0,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,0,0,0.234106005,0,0.043443228,0.046099664,0,0,0,0,0.344713896,0,0,0,0,0,0,0.085755285,0,0.002346007,0,0.000239885,0.015309002,0.109700092,0.003481021,0.005926811,0.000254336,0.000673265,0,0.019166332,0.034398905,0.000770573,0,0,0.003360453,0.487087963,0.068254366,0.758236189,0.402762851,0.147624411,0.052747526,0,0.002802223,0.008681632
Plant,Streptophyta,Magnoliopsida,Solanales,Solanaceae,0,0.006662814,0.004337807,0.00071816,0.01631639,0.002996215,0.004437295,0.00428444,0.003827484,0.000471243,0,0.004330938,0,0.014081656,0.055909272,0.042689516,0.008118104,0.000884388,0,0,0,6.12E-05,0,0.008346312,0.001126299,0.00019103,0.001920495,0.007949885,0,0,0.001400825,0.02155463,0,0.023267409,0.033863931,0.002196959,0.007527644,0,0.000854604,9.51E-05,0.003344124,0.14799894,0.004370275,0.030013643
Plant,Streptophyta,Magnoliopsida,Vitales,Vitaceae,0,0,0,0,0,0,0,0.000887281,0,0.001337721,0,0,0,0,0,0,0,0.009082317,0,0,0,0.014939238,0.000946573,0,0.026737921,0,0.049884424,0.013629276,0,0,0.003340731,0,0,0.000546072,0,0,4.50E-05,0,0,0.001513351,0.00016893,0,0.007214233,0
Plant,Streptophyta,Magnoliopsida,Zingiberales,Heliconiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000775063,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110988,0,0,0,0,0
Plant,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,0,0,0,0,0,0.083972876,0,8.82E-05,0,0,0,0,0,0.333362248,0,0.006935618,0,0.051623979,0,0,0,0.003292042,0.008314372,0,0.000224676,0.072452861,0.003562432,0.027996462,0,0.010454363,0,0,0,0,0,0.000768027,0.000682287,0,0,0.004263614,0.007177801,0.080890538,0,0
Plant,Streptophyta,Marchantiopsida,Marchantiales,Dumortieraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000620559,0,0,0
Plant,Streptophyta,Marchantiopsida,Marchantiales,Marchantiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004322266,0,0,0,0,0,0,0,0,0,0.000107074,0,0,0,0,0,0,0,0,0,0,0.000128877,0,0,0,0,0,0,0
Plant,Streptophyta,Pinopsida,Araucariales,Araucariaceae,0,0,0,0,0,0,0,0.000823554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Pinopsida,Araucariales,Podocarpaceae,0.003156385,0,0,0,0,0,0,0.001799073,0,0.001520138,0,0,0,0,0,0,0,0,0,0,0,0.000403211,0,0,0.022168533,0.151749967,0.000410052,6.62E-05,0,0,0,0,0,0,0.012404198,0.000569086,0.001750943,0,0,0,0,0,0.000381579,0
Plant,Streptophyta,Pinopsida,Cupressales,Cupressaceae,0,0.028928851,0,0,0,0,0,0.009367923,0,0.003382307,0,0,0,0,0,0,0,0,0,0,0,0.000301133,0,0,0.000404125,0,0,0.000490364,0,0,0,0,0,0,0,0,2.61E-05,0,0,0,0,0,0,0
Plant,Streptophyta,Pinopsida,Cupressales,Taxaceae,0,0,0,0,0,0,0,0.001892213,0,0.012358722,0,0,0,0,0,0,0,0.000416183,0,0,0,0.003450265,0,0,2.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715461,0
Plant,Streptophyta,Pinopsida,Pinales,Pinaceae,0,0,0,0,0,0,0,0.058815455,0,0.03876352,0,0,0,0,0,0,0,0.000208091,0,0.030927245,0,0.009013561,0,0,0.004340335,0,0.003038188,0,0,0,0,0,0,0.001733185,0,0,0.000276836,0,0.000157232,0.000321443,0.000558503,0,0.009938947,0
Plant,Streptophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,0,0,0,0.115008895,0,0.0006045,0,0.000500015,0,0.000296427,0,0.001983715,0,0,0,0.004122337,0.001042803,0.001578026,0,0,0,0.000811527,0,0,0,0.000798191,0.000138414,0.000613349,0,0,0.00081059,0.001530443,0,0.02991524,0.001025822,0.001772297,0.002443164,0,0.000615981,0.000374159,0.000131007,0,0,0
Plant,Streptophyta,Polypodiopsida,Ophioglossales,Ophioglossaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0,0
Plant,Streptophyta,Polypodiopsida,Osmundales,Osmundaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041694678,0,0,0
Plant,Streptophyta,Polypodiopsida,Polypodiales,Lonchitidaceae,0,0.001155794,0,0.000755496,0,0,0,0.001225526,0,0,0,0,0,0,0,0.002308699,0.000363769,0,0,0,0,0,0,0,0.001086907,0.003022418,0.01014921,0.001072178,0,0,0,0,0,0,0.05338993,0.003299743,0.010084523,0,0.001707359,0.000966899,0.026080721,0,0.002533925,0
Plant,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,0.005996141,0.031070469,0,0,0,0.588440917,0.000998391,0,0,0.000942486,0,0.001443646,0.028853755,0,0.001989654,0.022272998,0,0.006637245,0.002143001,0,0,0.002985806,0,0,0.004553339,0.001503909,0.002404944,0.016743322,0,0,0.00059417,0,0.000396578,0.00326456,0.016354204,0.009864797,0.003895835,0,0.006984819,0.006431422,0.019406263,0,0.002223892,0
Plant,Streptophyta,Polypodiopsida,Psilotales,Psilotaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001975225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plant,Streptophyta,Polytrichopsida,Polytrichales,Polytrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62E-05,0,0,0,0,0,0,0,0,0,0,0.000312911,0,0,0,0,0,0,0
Plant,Streptophyta,Zygnemophyceae,Desmidiales,Closteriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75E-05,0,0,0,0,0,0,0
Plant,Streptophyta,Zygnemophyceae,Desmidiales,Desmidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80E-05,0,0,0,0,0,0,0
Plant,Streptophyta,Zygnemophyceae,Desmidiales,Peniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58E-06,0,0,0,0,0,0,0
Plant,Streptophyta,Zygnemophyceae,Zygnematales,Mesotaeniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223809,3.14E-06,0,0,0,0,0,0,0
Plant,Streptophyta,Zygnemophyceae,Zygnematales,Zygnemataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-05,0,0,0,0,0,0,0
